no,review_id,teks_ulasan,label_anotator_1,label_anotator_2
22,4251b43b-2acb-4ae6-9a27-582b8b140c5f,sangat menganggu kenyamanan,negatif,negatif
23,466e52e9-da3c-4b0e-aaca-57f866eedb80,"keren..., walaupun untuk pengajuan ke 2 blm acc",positif,netral
24,a45eeedb-3e0f-4340-923d-944952506459,oke,positif,positif
25,766221ea-5041-43d8-83b5-829755ebf7e8,"Plis untuk pihak adakami gausah telpon² disaat orang lagi kerja maupun hari libur karna mengganggu, kecuali ada sangkutan yang belum beres boleh di tlpnin mulu ini kan tak ada sangkutan apapun jadi tolong jangan telpon²",negatif,negatif
26,f13900a7-75bd-440f-b3fb-2f8d96c63e62,dapet limit tapi gabisa di cairkan,negatif,negatif
27,836cec14-ae75-47d3-89c4-68d9cf05fd82,Saya kasih 3 bintang dulu karena g tau d acc g nya.kalau d acc saya kasih bintang 5.,netral,netral
28,2c1f3599-17be-4ab7-bd27-1d3d40e1e7dc,di tolak mulu,negatif,negatif
29,5e723289-2c98-4d48-8551-612cdf23eebe,sangat membantu,positif,positif
30,2b92da6b-c87d-46c7-bb04-687d5846720e,Adakami aplikasi pinjol yg sangat membantu sekali,positif,positif
31,18fc613c-60a2-46c0-8547-2f7aba938a96,"dpt sms kata nya bisa dapat limit,pas di download limit gagal.. penipuan ini nama nya.. spam terus ...",negatif,negatif
32,e1fa8640-b39c-4e4c-bd68-2b3289f2b3cb,bunganya terlalu tinggi!!! tbtb saya disuruh verifikasi ulang supaya tagihan saya tidak double? apalah,negatif,negatif
33,55f08116-b8c3-469c-9e70-0235056975aa,kenapa saya tidak bisa meminjam uangg???,negatif,negatif
34,d19ae1f7-0bea-440f-87ea-173ed7ac88ac,gak biasa nagajuain,negatif,negatif
35,5effa588-022f-4c1e-837e-5d2025961bd6,"Proses Pengajuannya cepet pokoknya membantu bgt buat yang butuh dana mendesak , tenornya juga lumayan bisa dicicil bbrp bulan ,",positif,positif
36,5a82b4d5-0901-4135-a075-3706d8583add,"lain kalo , untuk mengingatkan pembayaran tolong suruh karyawan nya yg sopan Dhe jgn suka mengancam org",negatif,negatif
37,79837be9-1d80-466c-8209-d33fe9aa420b,"jujur, aplikasinya memang transparan, persyaratan mudah dah simpel, cuma adminnya saja yg cukup mengganggu dan langsung main terror jika mendapati tagihan terlambat",negatif,negatif
38,35ded758-f194-46f1-afd0-11edc3b57a94,sesuai kapasitas bila ksh info ke publik,netral,positif
39,d4e765ee-5d64-4d73-bd11-41994c20ac2f,sengaja saya kasih bintang5 udah ngajuin malah di alihin ke apk lain mulai tgl21 juni aaya hapus apk ini dn tidak jadi meminjam mohon data saya di jagadengan baik!,netral,positif
40,745869f3-f633-495a-9d2e-c4fa740f7b1d,ga d kasih pinjam,negatif,negatif
41,116bfaf3-1bcd-4f45-9b0a-f40602b438bf,kupon gajelas,negatif,negatif
42,2bf7e6e2-5e2b-4f87-8aa1-9e36ed966822,"baik,verifikasi cepat dan sangat membantu",positif,positif
43,9d5a01c4-375e-487a-ac68-2bb50e425092,DI IKLAN MASA IA PINJAM 10JT TIAP BULANNYA 90RB 🤣🤣🤣🤣 LUCU KLEAN SEDANGAKAN TENOR PALING LAMA 12BULAN .. TOLOL !!!!,negatif,negatif
44,a5233930-7844-4c05-b84d-d720695ac097,"mengganggu. iklan berulang"".bikin kesel",negatif,negatif
45,b23251ef-08c5-4713-b30c-825b1c0bcabc,"Yth bapak/ibu saya yang bernama Miko Aldi saputra meminta tolong untuk menghapus data pribadi di aplikasi ini,dikarenakan pinjaman saya tidak dapat di proses atau di tolak saya tunggu balasan dari bapak/ibu terima kasih",netral,netral
46,e998e524-f2b1-4488-8784-ac5ff1419dd1,ok,positif,positif
47,ba0c3f98-81fc-47b5-b93d-3568da8e1ea9,"Hati"" yg mau pinjem ke aplikasi adakami soalnya,saya mau pinjem trus juga gatau angsuranya brpa,trus saya ga tertarik lgi,dan saya hps akunya,trus blm pinjem ap"" duit yg di kirim ortu saya barusan hangus,pdhl bisanya tidak hilang begitu ajh, semenjak masuk ke apk adakami,duit itu hilang,pdhl duitnya saya butuh bgt buat berobat,tapi mlh di ambil SMA pihak yg tidak bertanggung jawab,jdi buat kalian harap hati"" mengunakan apk adakami",negatif,negatif
48,52fd6ea2-5bfe-4d81-80d6-7c20fa373ac8,apa apaan ini gua gabutuh nih aplikasi udh gua hapus gaad tanggungan malah di spam telepon ayolah developer nya gmn sih,negatif,negatif
49,203cb205-8bda-4318-93f1-007f13f01a19,mantul,positif,positif
50,66cc48a0-161c-4fe4-8cb2-02798852a155,pertanggal 25/9/2025 saya ga jadi minjam di aplikasi ini.. mohon data saya di hapus dan tidak bertanggung jawab atas penyalahgunaan data data saya. dan jangan sampai data saya disalahgunakan,netral,netral
51,85eb3493-4301-457e-8666-310250e5d667,bintang 3 aja dulu,netral,netral
52,ff971fb0-04db-4f97-8406-a7340d507844,"Good, rekomendasi",positif,positif
53,5a2dcb9f-ca72-4c49-9a2b-a72e511d3031,jgn ada iklan lagi,negatif,negatif
54,7346a0f5-5a68-4a54-aeca-8af377c764e0,biasa aja,netral,netral
55,b5dbfbb4-a7f3-40a6-8b2d-28f7b82f368b,Saya kasih tiga dulu nanti kalau lancar tambah lagi,netral,netral
56,3300d414-061b-4743-b19b-b13a03c59e0d,terimakasih adakami,positif,positif
57,29580771-1217-40d5-a838-d38e655adecc,good,positif,positif
58,564e3bab-25b1-48a9-9ee3-4ec6564f9068,"maaf kak saya kasih bintang 3 pinjaman ke awal saya udah ditolak trs ada pemberitahuan lg disuruh pengajuan trs saya pengajuan lagi saya ditolak lagi.. maaf ya kak saya uninstal APKnya, data saya udah terlanjut masuk jadi tlng jangan sampai disalahgunakan. karena saya tidak jadi meminjam karena alasan pengajuan saya ditolak, jika bisa tolong data saya dihapus permanen, komentat saya ini ketidak jadinya saya meminjam di apk ada kami . trims kasih",negatif,netral
59,85873083-51e1-4e5c-814f-26b0eb007904,makasih Sudah membantu sya,positif,positif
60,9b7440be-f397-4cfb-9f63-ebcbcbd959df,kecil limit nya,negatif,negatif
61,64654a39-07ae-428d-a131-d3c5a9c88e31,"proses registrasi cepat, proses pencairan cepat",positif,positif
62,2951c147-9047-41cf-870c-f0277af6dbcf,ok,positif,positif
63,9fc494c1-3af4-45c4-bfc0-efdcbdeabc2e,GAUSAH KEBANYAKAN IKLAN KALAU ORANG YANG NIAT LANGSUNG DOWNLOAD.....DAN GA SEMUDAH ITU DAPAT LANGSUNG LIMIT GEDE👎,negatif,negatif
64,30acd9ac-ea60-4594-b0a4-35e304f88d79,susah lolos,negatif,positif
65,19b1630f-9d71-416a-9a8f-6cbe8d7de144,bayar bunga nya gede banget dah!!!!,negatif,negatif
66,c5cfe79f-66f2-442a-b091-fe72dbc2bb83,lumayan,netral,positif
67,ef5281d7-a579-4ac3-91fd-921df0c9ae1e,"aplikasi ta* , bayar sebelum jatuh tempo tapi limit ga naik² , udah gitu nunggu pengajuan lagi sebulan, mending hapus!",negatif,negatif
68,f4834923-6d3b-4833-b515-f42bff543235,mantap,positif,positif
69,799df733-5b14-4e9f-bdbd-496dc1c30542,"Per tanggal 3 Maret 2025, saya berhenti menggunakan aplikasi ini dan uninstal, saya harap data pribadi yg sudah pernah saya daftarkan tidak disalahgunakan.. terima kasih",netral,netral
70,b97e0364-e900-4eb7-b765-2ab8c65ab412,"tidak sesuai deskripsi bunga 0,3% tp knp 30%hdeuuh🤕 ywdh bersyukur dlu lah 🤦",negatif,negatif
71,0d50dd98-6c2f-46cc-b0ef-c297d8345ac4,"aplikasi error,DC nya nga sopan",negatif,negatif
72,5836c02c-cb9c-4212-99ef-b09189219c5c,proses cepat,positif,positif
73,540e6941-93bb-49f7-8f7f-50f23c1a02de,Aplikasi terpercaya dan sangat membantu,positif,positif
74,d2da8a58-5d2b-44a5-8bbe-33cac34c3eb5,kecewa ah pengajuan selalu di tolak padahal sebelumnya aman aman aja soal pembayaran ga pernah telat. ga bisa ngasih kepastian buat nasabah nih aplikasi,negatif,negatif
75,181e82f4-e5a2-4560-8b14-4d97720ea643,aplikasi tidak bisa dibuka...dan telah membayar pun di tagih kembali,negatif,negatif
76,5fbd0174-3cde-4990-b0bd-d5083de75c0f,bagus,positif,positif
77,ea43daa3-c049-48cf-9582-ed54abc5eed5,iklannya gak sesuai hubungan kedua orang yg berdialog.,negatif,negatif
78,7501ab19-e703-40d5-a959-1ba7abdda263,"jangan mau pinjam di aplikasi ini, cuman mau ambil data, pinjaman tidak pernah di setujuin",negatif,negatif
79,1b84744e-a68f-4854-a886-cb25fac0c369,baru mai coba mudah mudahan tidak ada kendala,netral,netral
80,b0d6fdda-28f7-4733-bcd8-360c0aea6538,saya ajukan Pinjaman di Adakami kenapa tidak di setujui,negatif,negatif
81,4bdaba06-d14e-4403-abe5-143648469365,gak bisa,negatif,negatif
82,b583aed1-bd43-4d4b-9f85-581d3fb25fff,Nnti slesai pembayaran yahh baru d beri bintang lgi🥰🥰,positif,netral
83,7025ab67-b660-4479-a18d-0482c6467d7c,tidak bisa membayar. pilihan bank sedikit,negatif,negatif
84,2d105b44-1e08-4fdb-89cb-c60344b9ab1b,semoga semakin baik,netral,positif
85,c6f38b56-49e7-4a27-8df9-76cfe997c2ef,"Terima kasih AdaKami, dengan pencairan yg cepat, bunga rendah kebutuhan biaya pendidikan cepat teratasi.",positif,positif
86,774e55d2-ec9f-4a0b-af1d-92b1f96bf151,Bunga terlalu tinggi,negatif,negatif
87,49cde96a-fd0e-4810-be63-78526951fb47,terima kasih. sejauh ini sangat membantu,positif,positif
88,c849e939-56ba-4965-b7ff-15eb72720365,okk skali,positif,positif
89,c6aa4eb5-ad34-4525-ab10-e5d4240c34d2,good👍👍,positif,positif
90,c48192f6-bbbf-43a1-b230-288854fc8b2f,Pengajuan pertama kali di setujui kedua juga Yg ketiga dan seterusnya tidak bisa di tolak padahal pembayaran lancar,negatif,negatif
91,6292f42d-d4a5-46fb-9836-6e33a7732646,sedikir kecewa c. saya nasabah lama yg lancar dan sudah lunas. namun mau melakukan pinjaman lag1 gagal suruh nunggu 1 bulan lag1,negatif,negatif
92,11ba622f-1183-405c-bafb-855f2c1ba19d,makin baik kedepannya,netral,positif
93,3e825715-6b99-4f51-8f9c-baab52c39d51,tolong buat priode pembayaran saya 1priode saj bisa k... krna 3priode n 6 priode trlalu lama,negatif,negatif
94,c9720b31-f70a-4ff4-9ecc-94fe2db8f530,tidak bagus aplikasi ini,negatif,negatif
95,12259fdc-45cb-4c08-b683-9125d5733784,"ngga tau kenapa yah, cicilan udah langsung di lunasin, niatnya mau pinjem lagi kok permintaan langsung di tolak, udah gitu harus nunggu tgl 23 lagi parah",negatif,negatif
96,9c5e6263-6ae3-4082-9260-fb9d08b6770c,Pinjaman online terbaik,positif,positif
97,a0215f29-2d7c-4734-8d3d-94a8209e7bcb,sangat baik cuma lambat dalam proses,positif,netral
98,d1f307a6-90f7-49c6-80ef-eee9cae5ca86,bunga g masuk akal hutang 2.5 bayar 4.3 lebih baik ke yg lain,negatif,negatif
99,a29e4948-546e-4337-9488-4e21f567d2f5,"lol atas nama joseppp ga sabaran, emang gw pengguna baru apa, padahal dah lama, ga sabaran banget segala ngancem lagi tolol emang, gw bayar ga bakalan di bawa mati ,JANGAN DOWNLOAD ADAKAMI !!!!!!",negatif,negatif
100,56d2199d-d9d7-4343-9eda-06074e788d35,Puas,positif,positif
101,6163ac66-5ba1-490f-ba03-eed41e3d5da5,tolong hapus data saya saya tidak jadi meminjam dan saya punya bukti karna umur saya masih 19thn dan saya blm punya MBK debit,netral,netral
102,f904e15f-138c-4822-b5d9-6f47daa72a32,"bagaimana ini,, telat tempo sehari no DC ngaku2 adakami nelpon,, bahkan wa saya di hag. ,, penuh ancaman dan kata2 kasar,, serta PP saya di ambil.. mohon untuk yg amanah dong,, buat rakyat miskin jangan kaya gitu amat.. kata sudah diawasi OJK kenapa data diri costumer bisa diambil oleh orang yg tidak bertanggung jawab.. setelah selesai ngancam dan kata kasar ,, sudah dibayar tidak ada etika meminta maaf",negatif,negatif
103,c72c8c4d-d4f9-490e-acc5-503bb0558398,kenapa app nya tidak bisa dibuka???,negatif,negatif
104,93a4341e-1a62-45f0-8f12-9ff902cf77fd,Mantap lah,positif,positif
105,bc22a9c5-0b58-4519-8ef0-8c9dd940fdea,pencairan agak lama.dapat lomitnta jga lumayan. tp suku bunga jga agak tinggi... jatuh tempo cuma 6 periode... gak kyak pinjol lain kredivo yg ngasih limit gede juga tempo sampai 12 bulan. prosesnya mudah dan cepat,negatif,negatif
106,d0fc0707-7d2b-4221-9f1a-cf7afbe5363a,mantap sngat membantu,positif,positif
107,4abdfa1e-c791-4859-b563-04b79b24a2b1,"Buat kalian kalo ga kepepet banget mending ga ush ya mau minjem di pinjol"" apalagi aplikasi ini memang saya salah karena telat 3 hari tapi penagihan nya ga ada attitude isinya PREMAN semua jgn sampe kalian terikat DI PINJOL INI! apalagi kalo sampe nunggak baru nunggak sehari aja TERORnya udah mengerikan dibanding sama aplikasi yg satunya jauh ini mah ga ada sopan santun nya nagih lewat telpon lewat wa lewat sms semua sosmed di cari sebelumnya thanks udah bantu tapi cara penagihannya tolong ubah!",negatif,negatif
108,3c3c4f51-6782-4e22-8f8d-c5075b385d28,pencairan lama ribet byk nunggu byk drama apknya,negatif,negatif
109,e16a2ed4-e87d-425a-a581-1f94445333eb,Sangat membantu,positif,positif
110,787b86a6-7f53-4e30-89c6-b3bafbb47ef5,baik,positif,positif
111,269aa685-ae7b-4fc1-9f22-360d60e06e63,Adakami mantap,positif,positif
112,886779fd-23e0-4fc9-a5b6-3a72f3ae1d51,"lagi nonton drama , tiba2 ada iklan ini , ganggu iklannya😭",negatif,negatif
113,7fd59b73-0bef-46f5-b7e2-6380abfefbf1,Bagus,positif,positif
114,96b33594-71e3-435d-b990-58b90e9675bb,"terimakasih telah membantu, dan juga bisa mempercayai..",positif,positif
115,c76abe1a-5e9b-4137-926f-3e28e44491f9,kenapa kalau ku ngajuin di tolak terus?,negatif,negatif
116,863b232d-75ca-410c-bc44-bf759bbd9218,bpk/ibu yang terhormat. saya mau mintak tolong untuk hapus data saya. karna pengajuan saya tidak dapat diproses/ditolak. terimakasih 🤗,netral,netral
117,9f7639d8-98c3-4805-bb41-348146e74677,pinjaman saya di tolak dan harus nunggu smpe tgl 27/3/2021 kelamaan..Jaga baik² data² saya jangan sampe di salah gunakan ya awas aja klo di salah gunakan saya gk akan tinggal diam,negatif,negatif
118,5d3bed18-9693-4882-82e9-20fae8a2cc5f,pinjaman kurang 2 kali angsuran sudah langsung di lunasi...di beranda ada tawaran lumit eeh malah tidak bisa di ajukan pinjaman .gimana sih aplikasi ini,negatif,negatif
119,8e41d4cd-ea76-4803-b24c-e7c699f49267,👍👍 membantu sekali,positif,positif
120,9ba7766d-c55d-4d44-859a-a2dd921c7959,sms terus tapi ditolak 🤦🤦🤦,negatif,negatif
121,4adb5bd6-33a1-423d-ae93-16d7498b1d38,jelek bat isi data habis itu udah ga ada limit,negatif,negatif
122,5096a5bf-27ae-494c-ab56-25d1ef324015,"baru install dan baru daftar di kasih limit pas di pinjam GK bisa,jadi saya langsung unistal dan GK jadi pinjam, terimakasih 🙏🙏",negatif,negatif
123,4e6c162f-a8c0-455f-b8a4-fd2b23d74f2d,"Minjam nya cmn bisa sekali doang,,,pdhl pmbyarn sblmnya udh lunass,,jdi maaf uintstall aja",negatif,negatif
124,3a585fb7-d896-4b19-a772-c0df550d5cb4,saya gak jadi minjem dan saya sudah logout jadi tolong hapus data saya,netral,netral
125,bd3f9573-53f3-476f-9a52-cdd7651deb04,ini gimana sih adakami pencairan gak bisa tutup akun juga GK bisa gimana ini aplikasi data juga Mash nyangkut gimana si ini mau nipu apa gimana.awas aja data di salahgunakan saya tuntut,negatif,negatif
126,852b9230-43c9-4c59-83a1-5dcdccec1111,menaganggy ajig,negatif,netral
127,15a9c0ee-e91d-44f0-8cf3-caa5fb7d0bb1,ok,positif,positif
128,4fd7817a-d368-40c9-97b5-0bf65bb329b4,bagus dan terpercaya,positif,positif
129,86afdf02-5e08-4d9b-9ecb-a98bc21a88e0,pinjaman di tolak tolng hpus data saya karna sya tdak prnah meminjam di apikasi ini,negatif,negatif
130,42a95e45-53bd-4d91-ae67-16b414b1badb,"iklannya ngespam yaa, apalagi iklannya hingga satu menit itu ngapain??, buat iklan yang bagus dikit napaa",negatif,negatif
131,e3e09984-cc4d-4a06-ad5c-066e91441d2a,sangat puas,positif,positif
132,abc11c47-0aac-4576-b20c-b1a7c1c9bc33,limit dpt cm 200,negatif,negatif
133,02c67970-59be-4985-982f-26f543b3b706,Kalau udah terbukti cair baru nanti di edit ke⭐⭐⭐⭐⭐,netral,netral
134,d9acf419-f497-4c9d-a3c1-5dc318edeee1,tolong jaga data saya . saya sudah melunasi hutang di applikasi ini baru saja. tgl 16 mei 2025. jgn tlp2 lagi ke no saya. app nya juga mau di hapus !!!!,netral,netral
135,8e2a0b6a-e72b-4d87-a6a7-53125cb2bf7d,"hallo ada kami ,mohon maaf saya tidak pernah pinjam uang semenjak ditolak yaa tp udah 2 hari ada chat WhatsApp meminta tagihan ,dan saya juga sudah cek terus aplikasi yg sudah lama uninstall jd install lg dan memang tidak ada pinjaman ,mohon tindak lanjuti nya ini bagaimana ya , sekian dan terimakasih",negatif,negatif
136,8c3a314a-e5f0-47a4-8e59-411c76307786,sangat membantu,positif,positif
137,052d2342-10a5-4f06-a729-3519fa906888,saya tidak pernah pinjam di aplikasi ini.. tolong hapus data saya,negatif,negatif
138,55ea365b-49c4-4097-bd91-a22b660a1aee,sangat membantu banget,positif,positif
139,382ebb2c-cf01-45ba-b8a7-2ae825521a2b,bintang 2 dulu kalo bagus nanti saya tambahin lagi baru pertama soal nya🙏,netral,netral
140,1f595b73-d570-427d-a4d6-33cddfdf4b00,"Pinjaman online memang sangat mmbantu. Tp kadang ad keterlambatan satu duan. Tp ad yg byr tepat waktu dan tdk pernah nunggak, tp mngajukan lg d tolak. Semoga Adakami sll amanah mmberi pelayanan yg terbsik.",positif,negatif
141,dffc260a-075d-423c-b782-f89a52652988,sangat membantu. terimakasih,positif,positif
142,0bb3774e-87fe-4f55-b90c-354d0c81af18,cepat kaliiiiii,positif,positif
143,adcc397d-50ad-43a2-89cb-60d52366b393,so good,positif,positif
144,5241d853-02fb-43de-bf44-79d2124525c0,proses cepat mantap adakami,positif,positif
145,56d93a88-1284-4abd-a346-246cfddab38a,"gagal terus,",negatif,negatif
146,8cf155be-be67-4ebb-aabb-3c1a5e69e4e8,"nawarin aja kek malaikat nagih kek setan, iya kalo lewat jatuh tempo, ini hari H sehari udah nelpon 15 kali, penagih gak punya etika semua, belum telat udah ngancam nyebar foto dan data pribadi dan pakai bahasa kampungan dan ga sopan, boleh ga sih aplikasi ini di report aja, diawasi OJK cuma buat embel2 aja tapi gada etika sama sekali, udah terakhir kali pakek ini",negatif,negatif
147,c992029c-5a1a-47c2-afe6-b43afc8322f6,"aplikasi gk jelas setelah sertifikasi lengkap,dapat limit nya kecil pula ,dicoba mengajukan pinjaman ditolak pulak .tolong data yang sudah dimasukan dihapus . saya tidak punya pinjaman dan aplikasi nya sudah dihapus.trksh",negatif,negatif
148,761453d9-69c9-4cd4-90eb-a9936b5c1006,"Dulu aplikasi ini enak mudah, setelah mau minjem lagi susah padahal ga pernah jatoh tempo, dan sekarang limit saya makin kecil.. Tolong dong ada kami seharusnya lihat data orang² yang pembayarannya bagus dan tidak bagus harus jadi perhitungan agar aplikasi tetap nyaman di pakai",negatif,negatif
149,19f94e54-48fa-4c38-a22d-5dfac0acd608,"mantap, proses pengajuan cepat",positif,positif
150,ac37e12e-db4b-4286-a290-babd543f9310,mantap amanh pastinya,positif,positif
151,bc30b893-d40a-4a76-a246-ba318d971d1f,Sangat membantu,positif,positif
152,afd7396a-4853-4291-ba66-5d27aec3cd45,good,positif,positif
153,8f0f0034-941f-486b-aa70-7c5edd070e67,sangat puas,positif,positif
154,f71d0f56-2ba8-416c-abbb-14d941c3bacb,"terlalu lama menunggu verifikasi pinjaman dan setelah meminjam bunganya setengah dari pinjaman, awalnya pinjaman 800 ribu pelunasan menjadi 1,2 juta, mohon di pertimbangkan lagi bunganya, minimal bunga yg di terima dalam setiap 1 periode cukup 10-30 ribu bukannya jadi ratusan ribu",negatif,negatif
155,bbd83f23-bbde-4c1b-93a0-62a076348e15,"KECEWA.. Oleh karena pekerjaan petani, limit pinjaman hanya Rp.1.300.000.- Pinjam ke tetangga saja bisa sampai Rp.15.000.000,- Mending uninstal. Membebani ROM HP dan makan kuota dibelakang layar.",negatif,negatif
156,c23edbd9-969e-4827-99c9-ae7101dbb328,"tidak jadi pinjam,cuma 200rb limitnya😁delete aja dah,ga bisa diapus lg data ane,udah dibayar lunas barusan tgl 19 nov masih jauh tempo,ga bisa bisa pinjam lg delete lg aj😁",negatif,negatif
157,b7e3473b-50eb-4a60-80a3-2de4abf275f3,maksa sih kalau approval ya gpp,negatif,negatif
158,45795a72-a2e2-4870-af91-a95baa01c14e,Kecewa,negatif,negatif
159,9c7cea01-6c91-4ce8-92d4-670b0ff5764f,"Pinjaman dan apk penipuan dan hoaks, suka ambil data orang jngan di download.",negatif,negatif
160,d3651bd4-4aa0-4b5b-a299-bbd6b3d90c1e,sangat membantu,positif,positif
161,83ad061f-fb47-44a5-943f-39b439d29a1b,terbaik,positif,positif
162,9a16e5be-0b1f-460d-9029-cbdefe1fe97f,Aplikasi sangat berguna,positif,positif
163,88d2c568-9f20-40e1-a875-79ff8f0dcb9e,"aplikasi yang sangat membantu,,awal sempat ragu eeh gak tau langsung di ACC pencarian. terima kasih Adakami. Telah membantu kami pas lagi ada keperluan yang mendadak.🙏🏻🙏🏻😘",positif,positif
164,67fed2d6-2405-4ad0-945c-d5c9752df3b3,aplikasi ini sangat membantu sya suka,positif,positif
165,edcda3f4-e26c-4da8-be83-7424f799cdbc,Tolong matikan/tutup akun saya. Saya sudah coba mengikuti caranya TPI tidak bisa. Saya belom jadi meminjam limitnya. Atau dompet saldo dan apa pun itu. Karena suami saya tidak setuju. Saya baru semalam mendaftar. Dan tidak jadi meminjam. Takut bunganya besar. Dan ketipu. Apa lagi kalau salah menggunakan akun data2 saya oleh pihak adakami.jadi saya minta tutup dan matikan adakami data2 saya atas nama Emmy Suryani damnik. Saya tidak berminat meminjam.terimakasih,negatif,netral
166,c2300f88-4e0d-44f2-bdd6-4ce1b8e0fc8d,ilegal,negatif,negatif
167,f13e7800-e985-4c02-bd50-38d0bfd346e6,"Tgl 5 Agustus sy tutup akun di Ada kami dan tidak ada pinjaman atas nama sy, mohon data² sy jgn di salah gunakan dan mohon di hapus",netral,netral
168,e4bda614-32b1-4018-a576-98e15ac71e77,"Bunga emang kecil si,tapi untuk biaya layanan nya nyekek banget,ajimumpung banget, nyesel pinjam kesini",negatif,negatif
169,3a38c107-4c55-40c3-b891-e089dda1e2f5,mantab,positif,positif
170,8d8c5ad0-c389-4713-afac-b2bab83dec89,terlambat 1 hari penagihan melalui DC kasar dan mengancam,negatif,negatif
171,489f443e-ecc1-4eb2-ad96-7e33983b0747,promosi 3 menit cair. kenyataannya harap tunggu 1x24 jam.,negatif,negatif
172,923cacb3-d6df-439e-88ac-48631af95c94,"Gatau cara minjamnya gimana, Uda di cari setiap menu gak ketemu. Mungkin belum jodohnya make pinjol Lagi butuh banget duit tp kayaknya bukan di pinjol jalannya, semoga pintu rezeki yang lain terbuka. per tgl 26april 2025 Uda ngajuin hapus data,tp perlu 30hari buat diproses semoga data saya gak disalahgunakan.",negatif,negatif
173,5677facc-e18b-40dc-9060-c33f5fe7e6f9,bagus,positif,positif
174,08ebd609-eea2-4dd9-b799-0f1a27bea98f,terlalu banyak telfon dan sms masuk dan itu sangat mengganggu banget,negatif,negatif
175,4a7d813a-adaf-4414-86e6-f10e323eac87,Bagus,positif,positif
176,6e0d6532-33ba-4329-834d-ce88a92ddb18,sangat cepat untuk peminjaman,positif,positif
177,f7509c46-e665-42c7-b530-3adb7df32554,sangat bagus sekali,positif,positif
178,717af79f-d0f5-4d60-817c-4bd0b634a292,Buruk,negatif,negatif
179,187955d8-51f6-4cca-9a83-0643ae6a8acf,sya kira bisa pinjam jumlah kita sendiri yg minta. ternyata tdk,negatif,negatif
180,165d2d4f-a3c5-42be-bd66-e378561755be,sangat membantu terimakasih ada kami 🙏🙏🙏,positif,positif
181,7389bae4-f88e-489b-9b29-2f7c42df34bb,udah di setujui tapi dana nya gak cair cair ke rekening saya 😖,negatif,negatif
