no,review_id,rating,teks_ulasan
25,766221ea-5041-43d8-83b5-829755ebf7e8,2,"Plis untuk pihak adakami gausah telpon² disaat orang lagi kerja maupun hari libur karna mengganggu, kecuali ada sangkutan yang belum beres boleh di tlpnin mulu ini kan tak ada sangkutan apapun jadi tolong jangan telpon²"
26,f13900a7-75bd-440f-b3fb-2f8d96c63e62,2,dapet limit tapi gabisa di cairkan
27,836cec14-ae75-47d3-89c4-68d9cf05fd82,3,Saya kasih 3 bintang dulu karena g tau d acc g nya.kalau d acc saya kasih bintang 5.
28,2c1f3599-17be-4ab7-bd27-1d3d40e1e7dc,2,di tolak mulu
29,5e723289-2c98-4d48-8551-612cdf23eebe,4,sangat membantu
30,2b92da6b-c87d-46c7-bb04-687d5846720e,4,Adakami aplikasi pinjol yg sangat membantu sekali
31,18fc613c-60a2-46c0-8547-2f7aba938a96,1,"dpt sms kata nya bisa dapat limit,pas di download limit gagal.. penipuan ini nama nya.. spam terus ..."
32,e1fa8640-b39c-4e4c-bd68-2b3289f2b3cb,1,bunganya terlalu tinggi!!! tbtb saya disuruh verifikasi ulang supaya tagihan saya tidak double? apalah
33,55f08116-b8c3-469c-9e70-0235056975aa,2,kenapa saya tidak bisa meminjam uangg???
34,d19ae1f7-0bea-440f-87ea-173ed7ac88ac,2,gak biasa nagajuain
35,5effa588-022f-4c1e-837e-5d2025961bd6,4,"Proses Pengajuannya cepet pokoknya membantu bgt buat yang butuh dana mendesak , tenornya juga lumayan bisa dicicil bbrp bulan ,"
36,5a82b4d5-0901-4135-a075-3706d8583add,3,"lain kalo , untuk mengingatkan pembayaran tolong suruh karyawan nya yg sopan Dhe jgn suka mengancam org"
37,79837be9-1d80-466c-8209-d33fe9aa420b,4,"jujur, aplikasinya memang transparan, persyaratan mudah dah simpel, cuma adminnya saja yg cukup mengganggu dan langsung main terror jika mendapati tagihan terlambat"
38,35ded758-f194-46f1-afd0-11edc3b57a94,4,sesuai kapasitas bila ksh info ke publik
39,d4e765ee-5d64-4d73-bd11-41994c20ac2f,5,sengaja saya kasih bintang5 udah ngajuin malah di alihin ke apk lain mulai tgl21 juni aaya hapus apk ini dn tidak jadi meminjam mohon data saya di jagadengan baik!
40,745869f3-f633-495a-9d2e-c4fa740f7b1d,2,ga d kasih pinjam
41,116bfaf3-1bcd-4f45-9b0a-f40602b438bf,2,kupon gajelas
42,2bf7e6e2-5e2b-4f87-8aa1-9e36ed966822,5,"baik,verifikasi cepat dan sangat membantu"
43,9d5a01c4-375e-487a-ac68-2bb50e425092,1,DI IKLAN MASA IA PINJAM 10JT TIAP BULANNYA 90RB 🤣🤣🤣🤣 LUCU KLEAN SEDANGAKAN TENOR PALING LAMA 12BULAN .. TOLOL !!!!
44,a5233930-7844-4c05-b84d-d720695ac097,1,"mengganggu. iklan berulang"".bikin kesel"
45,b23251ef-08c5-4713-b30c-825b1c0bcabc,4,"Yth bapak/ibu saya yang bernama Miko Aldi saputra meminta tolong untuk menghapus data pribadi di aplikasi ini,dikarenakan pinjaman saya tidak dapat di proses atau di tolak saya tunggu balasan dari bapak/ibu terima kasih"
46,e998e524-f2b1-4488-8784-ac5ff1419dd1,5,ok
47,ba0c3f98-81fc-47b5-b93d-3568da8e1ea9,1,"Hati"" yg mau pinjem ke aplikasi adakami soalnya,saya mau pinjem trus juga gatau angsuranya brpa,trus saya ga tertarik lgi,dan saya hps akunya,trus blm pinjem ap"" duit yg di kirim ortu saya barusan hangus,pdhl bisanya tidak hilang begitu ajh, semenjak masuk ke apk adakami,duit itu hilang,pdhl duitnya saya butuh bgt buat berobat,tapi mlh di ambil SMA pihak yg tidak bertanggung jawab,jdi buat kalian harap hati"" mengunakan apk adakami"
48,52fd6ea2-5bfe-4d81-80d6-7c20fa373ac8,1,apa apaan ini gua gabutuh nih aplikasi udh gua hapus gaad tanggungan malah di spam telepon ayolah developer nya gmn sih
49,203cb205-8bda-4318-93f1-007f13f01a19,4,mantul
50,66cc48a0-161c-4fe4-8cb2-02798852a155,3,pertanggal 25/9/2025 saya ga jadi minjam di aplikasi ini.. mohon data saya di hapus dan tidak bertanggung jawab atas penyalahgunaan data data saya. dan jangan sampai data saya disalahgunakan
51,85eb3493-4301-457e-8666-310250e5d667,3,bintang 3 aja dulu
52,ff971fb0-04db-4f97-8406-a7340d507844,5,"Good, rekomendasi"
53,5a2dcb9f-ca72-4c49-9a2b-a72e511d3031,1,jgn ada iklan lagi
54,7346a0f5-5a68-4a54-aeca-8af377c764e0,4,biasa aja
55,b5dbfbb4-a7f3-40a6-8b2d-28f7b82f368b,3,Saya kasih tiga dulu nanti kalau lancar tambah lagi
56,3300d414-061b-4743-b19b-b13a03c59e0d,2,terimakasih adakami
57,29580771-1217-40d5-a838-d38e655adecc,4,good
58,564e3bab-25b1-48a9-9ee3-4ec6564f9068,3,"maaf kak saya kasih bintang 3 pinjaman ke awal saya udah ditolak trs ada pemberitahuan lg disuruh pengajuan trs saya pengajuan lagi saya ditolak lagi.. maaf ya kak saya uninstal APKnya, data saya udah terlanjut masuk jadi tlng jangan sampai disalahgunakan. karena saya tidak jadi meminjam karena alasan pengajuan saya ditolak, jika bisa tolong data saya dihapus permanen, komentat saya ini ketidak jadinya saya meminjam di apk ada kami . trims kasih"
59,85873083-51e1-4e5c-814f-26b0eb007904,5,makasih Sudah membantu sya
60,9b7440be-f397-4cfb-9f63-ebcbcbd959df,3,kecil limit nya
61,64654a39-07ae-428d-a131-d3c5a9c88e31,5,"proses registrasi cepat, proses pencairan cepat"
62,2951c147-9047-41cf-870c-f0277af6dbcf,3,ok
63,9fc494c1-3af4-45c4-bfc0-efdcbdeabc2e,1,GAUSAH KEBANYAKAN IKLAN KALAU ORANG YANG NIAT LANGSUNG DOWNLOAD.....DAN GA SEMUDAH ITU DAPAT LANGSUNG LIMIT GEDE👎
64,30acd9ac-ea60-4594-b0a4-35e304f88d79,1,susah lolos
65,19b1630f-9d71-416a-9a8f-6cbe8d7de144,1,bayar bunga nya gede banget dah!!!!
66,c5cfe79f-66f2-442a-b091-fe72dbc2bb83,3,lumayan
67,ef5281d7-a579-4ac3-91fd-921df0c9ae1e,2,"aplikasi ta* , bayar sebelum jatuh tempo tapi limit ga naik² , udah gitu nunggu pengajuan lagi sebulan, mending hapus!"
68,f4834923-6d3b-4833-b515-f42bff543235,5,mantap
69,799df733-5b14-4e9f-bdbd-496dc1c30542,3,"Per tanggal 3 Maret 2025, saya berhenti menggunakan aplikasi ini dan uninstal, saya harap data pribadi yg sudah pernah saya daftarkan tidak disalahgunakan.. terima kasih"
70,b97e0364-e900-4eb7-b765-2ab8c65ab412,4,"tidak sesuai deskripsi bunga 0,3% tp knp 30%hdeuuh🤕 ywdh bersyukur dlu lah 🤦"
71,0d50dd98-6c2f-46cc-b0ef-c297d8345ac4,2,"aplikasi error,DC nya nga sopan"
72,5836c02c-cb9c-4212-99ef-b09189219c5c,4,proses cepat
73,540e6941-93bb-49f7-8f7f-50f23c1a02de,5,Aplikasi terpercaya dan sangat membantu
74,d2da8a58-5d2b-44a5-8bbe-33cac34c3eb5,2,kecewa ah pengajuan selalu di tolak padahal sebelumnya aman aman aja soal pembayaran ga pernah telat. ga bisa ngasih kepastian buat nasabah nih aplikasi
75,181e82f4-e5a2-4560-8b14-4d97720ea643,3,aplikasi tidak bisa dibuka...dan telah membayar pun di tagih kembali
76,5fbd0174-3cde-4990-b0bd-d5083de75c0f,3,bagus
77,ea43daa3-c049-48cf-9582-ed54abc5eed5,1,iklannya gak sesuai hubungan kedua orang yg berdialog.
78,7501ab19-e703-40d5-a959-1ba7abdda263,4,"jangan mau pinjam di aplikasi ini, cuman mau ambil data, pinjaman tidak pernah di setujuin"
79,1b84744e-a68f-4854-a886-cb25fac0c369,3,baru mai coba mudah mudahan tidak ada kendala
80,b0d6fdda-28f7-4733-bcd8-360c0aea6538,3,saya ajukan Pinjaman di Adakami kenapa tidak di setujui
81,4bdaba06-d14e-4403-abe5-143648469365,1,gak bisa
82,b583aed1-bd43-4d4b-9f85-581d3fb25fff,2,Nnti slesai pembayaran yahh baru d beri bintang lgi🥰🥰
83,7025ab67-b660-4479-a18d-0482c6467d7c,2,tidak bisa membayar. pilihan bank sedikit
84,2d105b44-1e08-4fdb-89cb-c60344b9ab1b,5,semoga semakin baik
85,c6f38b56-49e7-4a27-8df9-76cfe997c2ef,5,"Terima kasih AdaKami, dengan pencairan yg cepat, bunga rendah kebutuhan biaya pendidikan cepat teratasi."
86,774e55d2-ec9f-4a0b-af1d-92b1f96bf151,3,Bunga terlalu tinggi
87,49cde96a-fd0e-4810-be63-78526951fb47,5,terima kasih. sejauh ini sangat membantu
88,c849e939-56ba-4965-b7ff-15eb72720365,1,okk skali
89,c6aa4eb5-ad34-4525-ab10-e5d4240c34d2,5,good👍👍
90,c48192f6-bbbf-43a1-b230-288854fc8b2f,2,Pengajuan pertama kali di setujui kedua juga Yg ketiga dan seterusnya tidak bisa di tolak padahal pembayaran lancar
91,6292f42d-d4a5-46fb-9836-6e33a7732646,1,sedikir kecewa c. saya nasabah lama yg lancar dan sudah lunas. namun mau melakukan pinjaman lag1 gagal suruh nunggu 1 bulan lag1
92,11ba622f-1183-405c-bafb-855f2c1ba19d,4,makin baik kedepannya
93,3e825715-6b99-4f51-8f9c-baab52c39d51,3,tolong buat priode pembayaran saya 1priode saj bisa k... krna 3priode n 6 priode trlalu lama
94,c9720b31-f70a-4ff4-9ecc-94fe2db8f530,1,tidak bagus aplikasi ini
95,12259fdc-45cb-4c08-b683-9125d5733784,1,"ngga tau kenapa yah, cicilan udah langsung di lunasin, niatnya mau pinjem lagi kok permintaan langsung di tolak, udah gitu harus nunggu tgl 23 lagi parah"
96,9c5e6263-6ae3-4082-9260-fb9d08b6770c,5,Pinjaman online terbaik
97,a0215f29-2d7c-4734-8d3d-94a8209e7bcb,4,sangat baik cuma lambat dalam proses
98,d1f307a6-90f7-49c6-80ef-eee9cae5ca86,1,bunga g masuk akal hutang 2.5 bayar 4.3 lebih baik ke yg lain
99,a29e4948-546e-4337-9488-4e21f567d2f5,1,"lol atas nama joseppp ga sabaran, emang gw pengguna baru apa, padahal dah lama, ga sabaran banget segala ngancem lagi tolol emang, gw bayar ga bakalan di bawa mati ,JANGAN DOWNLOAD ADAKAMI !!!!!!"
100,56d2199d-d9d7-4343-9eda-06074e788d35,4,Puas
101,6163ac66-5ba1-490f-ba03-eed41e3d5da5,1,tolong hapus data saya saya tidak jadi meminjam dan saya punya bukti karna umur saya masih 19thn dan saya blm punya MBK debit
102,f904e15f-138c-4822-b5d9-6f47daa72a32,1,"bagaimana ini,, telat tempo sehari no DC ngaku2 adakami nelpon,, bahkan wa saya di hag. ,, penuh ancaman dan kata2 kasar,, serta PP saya di ambil.. mohon untuk yg amanah dong,, buat rakyat miskin jangan kaya gitu amat.. kata sudah diawasi OJK kenapa data diri costumer bisa diambil oleh orang yg tidak bertanggung jawab.. setelah selesai ngancam dan kata kasar ,, sudah dibayar tidak ada etika meminta maaf"
103,c72c8c4d-d4f9-490e-acc5-503bb0558398,4,kenapa app nya tidak bisa dibuka???
104,93a4341e-1a62-45f0-8f12-9ff902cf77fd,4,Mantap lah
105,bc22a9c5-0b58-4519-8ef0-8c9dd940fdea,3,pencairan agak lama.dapat lomitnta jga lumayan. tp suku bunga jga agak tinggi... jatuh tempo cuma 6 periode... gak kyak pinjol lain kredivo yg ngasih limit gede juga tempo sampai 12 bulan. prosesnya mudah dan cepat
106,d0fc0707-7d2b-4221-9f1a-cf7afbe5363a,4,mantap sngat membantu
107,4abdfa1e-c791-4859-b563-04b79b24a2b1,1,"Buat kalian kalo ga kepepet banget mending ga ush ya mau minjem di pinjol"" apalagi aplikasi ini memang saya salah karena telat 3 hari tapi penagihan nya ga ada attitude isinya PREMAN semua jgn sampe kalian terikat DI PINJOL INI! apalagi kalo sampe nunggak baru nunggak sehari aja TERORnya udah mengerikan dibanding sama aplikasi yg satunya jauh ini mah ga ada sopan santun nya nagih lewat telpon lewat wa lewat sms semua sosmed di cari sebelumnya thanks udah bantu tapi cara penagihannya tolong ubah!"
108,3c3c4f51-6782-4e22-8f8d-c5075b385d28,2,pencairan lama ribet byk nunggu byk drama apknya
109,e16a2ed4-e87d-425a-a581-1f94445333eb,3,Sangat membantu
110,787b86a6-7f53-4e30-89c6-b3bafbb47ef5,4,baik
111,269aa685-ae7b-4fc1-9f22-360d60e06e63,5,Adakami mantap
112,886779fd-23e0-4fc9-a5b6-3a72f3ae1d51,1,"lagi nonton drama , tiba2 ada iklan ini , ganggu iklannya😭"
113,7fd59b73-0bef-46f5-b7e2-6380abfefbf1,5,Bagus
114,96b33594-71e3-435d-b990-58b90e9675bb,4,"terimakasih telah membantu, dan juga bisa mempercayai.."
115,c76abe1a-5e9b-4137-926f-3e28e44491f9,2,kenapa kalau ku ngajuin di tolak terus?
116,863b232d-75ca-410c-bc44-bf759bbd9218,4,bpk/ibu yang terhormat. saya mau mintak tolong untuk hapus data saya. karna pengajuan saya tidak dapat diproses/ditolak. terimakasih 🤗
117,9f7639d8-98c3-4805-bb41-348146e74677,2,pinjaman saya di tolak dan harus nunggu smpe tgl 27/3/2021 kelamaan..Jaga baik² data² saya jangan sampe di salah gunakan ya awas aja klo di salah gunakan saya gk akan tinggal diam
118,5d3bed18-9693-4882-82e9-20fae8a2cc5f,2,pinjaman kurang 2 kali angsuran sudah langsung di lunasi...di beranda ada tawaran lumit eeh malah tidak bisa di ajukan pinjaman .gimana sih aplikasi ini
119,8e41d4cd-ea76-4803-b24c-e7c699f49267,5,👍👍 membantu sekali
120,9ba7766d-c55d-4d44-859a-a2dd921c7959,1,sms terus tapi ditolak 🤦🤦🤦
121,4adb5bd6-33a1-423d-ae93-16d7498b1d38,2,jelek bat isi data habis itu udah ga ada limit
122,5096a5bf-27ae-494c-ab56-25d1ef324015,3,"baru install dan baru daftar di kasih limit pas di pinjam GK bisa,jadi saya langsung unistal dan GK jadi pinjam, terimakasih 🙏🙏"
123,4e6c162f-a8c0-455f-b8a4-fd2b23d74f2d,4,"Minjam nya cmn bisa sekali doang,,,pdhl pmbyarn sblmnya udh lunass,,jdi maaf uintstall aja"
124,3a585fb7-d896-4b19-a772-c0df550d5cb4,4,saya gak jadi minjem dan saya sudah logout jadi tolong hapus data saya
125,bd3f9573-53f3-476f-9a52-cdd7651deb04,1,ini gimana sih adakami pencairan gak bisa tutup akun juga GK bisa gimana ini aplikasi data juga Mash nyangkut gimana si ini mau nipu apa gimana.awas aja data di salahgunakan saya tuntut
126,852b9230-43c9-4c59-83a1-5dcdccec1111,1,menaganggy ajig
127,15a9c0ee-e91d-44f0-8cf3-caa5fb7d0bb1,5,ok
128,4fd7817a-d368-40c9-97b5-0bf65bb329b4,4,bagus dan terpercaya
129,86afdf02-5e08-4d9b-9ecb-a98bc21a88e0,3,pinjaman di tolak tolng hpus data saya karna sya tdak prnah meminjam di apikasi ini
130,42a95e45-53bd-4d91-ae67-16b414b1badb,1,"iklannya ngespam yaa, apalagi iklannya hingga satu menit itu ngapain??, buat iklan yang bagus dikit napaa"
131,e3e09984-cc4d-4a06-ad5c-066e91441d2a,5,sangat puas
132,abc11c47-0aac-4576-b20c-b1a7c1c9bc33,2,limit dpt cm 200
133,02c67970-59be-4985-982f-26f543b3b706,3,Kalau udah terbukti cair baru nanti di edit ke⭐⭐⭐⭐⭐
134,d9acf419-f497-4c9d-a3c1-5dc318edeee1,4,tolong jaga data saya . saya sudah melunasi hutang di applikasi ini baru saja. tgl 16 mei 2025. jgn tlp2 lagi ke no saya. app nya juga mau di hapus !!!!
135,8e2a0b6a-e72b-4d87-a6a7-53125cb2bf7d,2,"hallo ada kami ,mohon maaf saya tidak pernah pinjam uang semenjak ditolak yaa tp udah 2 hari ada chat WhatsApp meminta tagihan ,dan saya juga sudah cek terus aplikasi yg sudah lama uninstall jd install lg dan memang tidak ada pinjaman ,mohon tindak lanjuti nya ini bagaimana ya , sekian dan terimakasih"
136,8c3a314a-e5f0-47a4-8e59-411c76307786,4,sangat membantu
137,052d2342-10a5-4f06-a729-3519fa906888,1,saya tidak pernah pinjam di aplikasi ini.. tolong hapus data saya
138,55ea365b-49c4-4097-bd91-a22b660a1aee,3,sangat membantu banget
139,382ebb2c-cf01-45ba-b8a7-2ae825521a2b,2,bintang 2 dulu kalo bagus nanti saya tambahin lagi baru pertama soal nya🙏
140,1f595b73-d570-427d-a4d6-33cddfdf4b00,4,"Pinjaman online memang sangat mmbantu. Tp kadang ad keterlambatan satu duan. Tp ad yg byr tepat waktu dan tdk pernah nunggak, tp mngajukan lg d tolak. Semoga Adakami sll amanah mmberi pelayanan yg terbsik."
141,dffc260a-075d-423c-b782-f89a52652988,5,sangat membantu. terimakasih
142,0bb3774e-87fe-4f55-b90c-354d0c81af18,5,cepat kaliiiiii
143,adcc397d-50ad-43a2-89cb-60d52366b393,5,so good
144,5241d853-02fb-43de-bf44-79d2124525c0,2,proses cepat mantap adakami
145,56d93a88-1284-4abd-a346-246cfddab38a,3,"gagal terus,"
146,8cf155be-be67-4ebb-aabb-3c1a5e69e4e8,1,"nawarin aja kek malaikat nagih kek setan, iya kalo lewat jatuh tempo, ini hari H sehari udah nelpon 15 kali, penagih gak punya etika semua, belum telat udah ngancam nyebar foto dan data pribadi dan pakai bahasa kampungan dan ga sopan, boleh ga sih aplikasi ini di report aja, diawasi OJK cuma buat embel2 aja tapi gada etika sama sekali, udah terakhir kali pakek ini"
147,c992029c-5a1a-47c2-afe6-b43afc8322f6,1,"aplikasi gk jelas setelah sertifikasi lengkap,dapat limit nya kecil pula ,dicoba mengajukan pinjaman ditolak pulak .tolong data yang sudah dimasukan dihapus . saya tidak punya pinjaman dan aplikasi nya sudah dihapus.trksh"
148,761453d9-69c9-4cd4-90eb-a9936b5c1006,3,"Dulu aplikasi ini enak mudah, setelah mau minjem lagi susah padahal ga pernah jatoh tempo, dan sekarang limit saya makin kecil.. Tolong dong ada kami seharusnya lihat data orang² yang pembayarannya bagus dan tidak bagus harus jadi perhitungan agar aplikasi tetap nyaman di pakai"
149,19f94e54-48fa-4c38-a22d-5dfac0acd608,3,"mantap, proses pengajuan cepat"
150,ac37e12e-db4b-4286-a290-babd543f9310,3,mantap amanh pastinya
151,bc30b893-d40a-4a76-a246-ba318d971d1f,5,Sangat membantu
152,afd7396a-4853-4291-ba66-5d27aec3cd45,5,good
153,8f0f0034-941f-486b-aa70-7c5edd070e67,3,sangat puas
154,f71d0f56-2ba8-416c-abbb-14d941c3bacb,1,"terlalu lama menunggu verifikasi pinjaman dan setelah meminjam bunganya setengah dari pinjaman, awalnya pinjaman 800 ribu pelunasan menjadi 1,2 juta, mohon di pertimbangkan lagi bunganya, minimal bunga yg di terima dalam setiap 1 periode cukup 10-30 ribu bukannya jadi ratusan ribu"
155,bbd83f23-bbde-4c1b-93a0-62a076348e15,1,"KECEWA.. Oleh karena pekerjaan petani, limit pinjaman hanya Rp.1.300.000.- Pinjam ke tetangga saja bisa sampai Rp.15.000.000,- Mending uninstal. Membebani ROM HP dan makan kuota dibelakang layar."
156,c23edbd9-969e-4827-99c9-ae7101dbb328,2,"tidak jadi pinjam,cuma 200rb limitnya😁delete aja dah,ga bisa diapus lg data ane,udah dibayar lunas barusan tgl 19 nov masih jauh tempo,ga bisa bisa pinjam lg delete lg aj😁"
157,b7e3473b-50eb-4a60-80a3-2de4abf275f3,5,maksa sih kalau approval ya gpp
158,45795a72-a2e2-4870-af91-a95baa01c14e,4,Kecewa
159,9c7cea01-6c91-4ce8-92d4-670b0ff5764f,1,"Pinjaman dan apk penipuan dan hoaks, suka ambil data orang jngan di download."
160,d3651bd4-4aa0-4b5b-a299-bbd6b3d90c1e,2,sangat membantu
161,83ad061f-fb47-44a5-943f-39b439d29a1b,5,terbaik
162,9a16e5be-0b1f-460d-9029-cbdefe1fe97f,4,Aplikasi sangat berguna
163,88d2c568-9f20-40e1-a875-79ff8f0dcb9e,5,"aplikasi yang sangat membantu,,awal sempat ragu eeh gak tau langsung di ACC pencarian. terima kasih Adakami. Telah membantu kami pas lagi ada keperluan yang mendadak.🙏🏻🙏🏻😘"
164,67fed2d6-2405-4ad0-945c-d5c9752df3b3,5,aplikasi ini sangat membantu sya suka
165,edcda3f4-e26c-4da8-be83-7424f799cdbc,2,Tolong matikan/tutup akun saya. Saya sudah coba mengikuti caranya TPI tidak bisa. Saya belom jadi meminjam limitnya. Atau dompet saldo dan apa pun itu. Karena suami saya tidak setuju. Saya baru semalam mendaftar. Dan tidak jadi meminjam. Takut bunganya besar. Dan ketipu. Apa lagi kalau salah menggunakan akun data2 saya oleh pihak adakami.jadi saya minta tutup dan matikan adakami data2 saya atas nama Emmy Suryani damnik. Saya tidak berminat meminjam.terimakasih
166,c2300f88-4e0d-44f2-bdd6-4ce1b8e0fc8d,2,ilegal
167,f13e7800-e985-4c02-bd50-38d0bfd346e6,3,"Tgl 5 Agustus sy tutup akun di Ada kami dan tidak ada pinjaman atas nama sy, mohon data² sy jgn di salah gunakan dan mohon di hapus"
168,e4bda614-32b1-4018-a576-98e15ac71e77,2,"Bunga emang kecil si,tapi untuk biaya layanan nya nyekek banget,ajimumpung banget, nyesel pinjam kesini"
169,3a38c107-4c55-40c3-b891-e089dda1e2f5,5,mantab
170,8d8c5ad0-c389-4713-afac-b2bab83dec89,2,terlambat 1 hari penagihan melalui DC kasar dan mengancam
171,489f443e-ecc1-4eb2-ad96-7e33983b0747,2,promosi 3 menit cair. kenyataannya harap tunggu 1x24 jam.
172,923cacb3-d6df-439e-88ac-48631af95c94,3,"Gatau cara minjamnya gimana, Uda di cari setiap menu gak ketemu. Mungkin belum jodohnya make pinjol Lagi butuh banget duit tp kayaknya bukan di pinjol jalannya, semoga pintu rezeki yang lain terbuka. per tgl 26april 2025 Uda ngajuin hapus data,tp perlu 30hari buat diproses semoga data saya gak disalahgunakan."
173,5677facc-e18b-40dc-9060-c33f5fe7e6f9,1,bagus
174,08ebd609-eea2-4dd9-b799-0f1a27bea98f,2,terlalu banyak telfon dan sms masuk dan itu sangat mengganggu banget
175,4a7d813a-adaf-4414-86e6-f10e323eac87,5,Bagus
176,6e0d6532-33ba-4329-834d-ce88a92ddb18,5,sangat cepat untuk peminjaman
177,f7509c46-e665-42c7-b530-3adb7df32554,4,sangat bagus sekali
178,717af79f-d0f5-4d60-817c-4bd0b634a292,1,Buruk
179,187955d8-51f6-4cca-9a83-0643ae6a8acf,4,sya kira bisa pinjam jumlah kita sendiri yg minta. ternyata tdk
180,165d2d4f-a3c5-42be-bd66-e378561755be,5,sangat membantu terimakasih ada kami 🙏🙏🙏
181,7389bae4-f88e-489b-9b29-2f7c42df34bb,1,udah di setujui tapi dana nya gak cair cair ke rekening saya 😖
182,df50d73b-8864-4b4b-a5ee-2add4fc8dfa6,2,turunkan bunganya...bunga terlalu tinggi pinjam 5 juta jadi hampir 9 juta
183,a850464c-5c2e-4909-b30c-7665141c567f,4,baik
184,3adbe51d-f782-433b-8389-9a18ae2b048c,4,"saya sangat puas dengan aplikasi sangat membantu, semoga limit pinjaman sy bisa naik"
185,adc773fc-8982-45b1-8fa2-41c3a0a8fc2a,4,"sangat bagus, bunganya rendah"
186,82be8ce8-f27c-4be6-ad20-03c622c94a5a,3,biasa saja limitnya sedikit bunganya lumayan besar
187,ea576166-fed8-47bb-a179-ac6c5251a82b,3,Lumayan
188,5401a07b-9ccd-40c0-857c-a35e74f5a103,3,pencairannya cepat
189,c46bb1fc-9753-4226-a21c-7175da5b6b74,3,"saya senang dah di bantu ada kami 🙏 tapi di saat telat 2 hari yg wa banyak no, mana kata"" nya pada kasar lagi kurang sopan yah kaya mereka ga punya hutang aja... lain kali nagih baik"" juga bisa kaleeee"
190,9c59ebae-37cb-4290-a631-0bbf46db7a6b,2,Gak ada seabank 😞😔
191,fe1be110-c814-436d-a6a1-06b3d8efee0d,4,"kenapa aplikasinya cuma bisa tenor 6 bulan doang gx kaya yg di iklan katanya bisa 12 bulan apa tipu"" doang"
192,87a905df-5aa5-4d08-91d5-f291377b2afb,5,Jika disetujui akn sangat membantu disaat sedang banyak keperluan
193,f65f9eef-3719-4b53-9c3d-d865ba22c6e8,1,pinjaman ditolak tgl.15/11/2025.tolong data2 saya dihapud dan jgn salah digunakan data saya.terima kasih
194,a3cc99b6-4ccf-4a1a-8a63-bde20383215a,5,tempat meminjam yang bisa membantu saat di landa kebutuhan🙏
195,b3c95ecb-f3bb-44ee-b882-e400ab18e047,2,👍👍👍👍
